YEAR,SEASON,MONTH,LAKE,STATION,LATITUDE,LONGITUDE,"STN_DEPTH, m",SAMPLING_DATE,SAMPLING_DATE TIME ZONE,"SMPL_DEPTH, m",DEPTH_CODE,QC_ID,SAMPLE_ID,"Particulate Total N, mg/L",Particulate Total N qual,"Particulate Total P, ug/L",Particulate Total P qual,"Phosphorus, Extractable as P, ug/L","Phosphorus, Extractable as P qual","Particulate Organic Carbon, mg/L",Particulate Organic Carbon qual,"Total Suspended Solids, mg/L",Total Suspended Solids qual
2009,Summer,August,Erie,ER78M,42.117,-81.250167,23,8/19/2009 7:31,EDT,,INT-SUM,RFS,09GC45I52,0.022186667,,7.072,,1.73552,,0.429454987,,1.206857143,
2009,Summer,August,Erie,ER91M,41.84,-82.9165,10.2,8/17/2009 23:20,EDT,,INT-SUM,RFS,09GC43I92,0.0256,,10.488,,1.873066667,,0.624179627,FRB-QC,2.6245,
2009,Summer,August,Huron,HU15M,44.000333,-82.349833,66.2,8/9/2009 23:05,EDT,,INT-SUM,RFS,09GB40I12,0.01132,,0.73848,,0.12616,,0.07537216,,0.1885,
2009,Summer,August,Huron,HU15M,44.000333,-82.349833,66.2,8/9/2009 23:05,EDT,38.1,DCL,RFS,09GB40S15,0.00952,,1.11956,,0.13106,,0.117923173,,0.315,
2009,Summer,August,Huron,HU45M,45.1365,-82.982167,100.2,8/8/2009 17:40,EDT,,INT-SUM,RFS,09GB38I92,0.00728,,1.4116,,0.16934,,0.1205776,,0.25575,
2009,Summer,August,Huron,HU45M,45.1365,-82.982167,100.2,8/8/2009 17:40,EDT,38,DCL,RFS,09GB38S95,0.009,,1.72328,,0.17016,,0.123346107,,0.31025,
2009,Summer,August,Huron,HU54M,45.516833,-83.417333,128.4,8/8/2009 6:07,EDT,,INT-SUM,RFS,09GB38I32,0.0094,,1.0978,,0.15532,,0.116507093,,0.30925,
2009,Summer,August,Huron,HU54M,45.516833,-83.417333,128.4,8/8/2009 6:07,EDT,34.8,DCL,RFS,09GB38S35,0.01148,,1.82916,,0.17736,,0.11528032,,0.232,
2009,Summer,August,Michigan,MI18M,42.733517,-87.000333,160.5,8/4/2009 19:22,EDT,,INT-SUM,RFS,09GA33I52,0.00684,,1.20912,,0.19986,,0.102863787,,0.226,
2009,Summer,August,Michigan,MI18M,42.733517,-87.000333,160.5,8/4/2009 19:22,EDT,37.1,DCL,RFS,09GA33S55,0.01284,,2.448,,0.26962,,0.171595333,,0.49,
2009,Summer,August,Michigan,MI27M,43.599167,-86.916,102.2,8/5/2009 18:29,EDT,,INT-SUM,RFS,09GA34I12,0.00968,,1.62972,,0.21434,,0.15315488,,0.3225,
2009,Summer,August,Michigan,MI27M,43.599167,-86.916,102.2,8/5/2009 18:29,EDT,26,DCL,RFS,09GA34S15,0.01384,,1.658,,0.35178,,0.12483328,,0.36825,
2009,Summer,August,Michigan,MI41M,44.7365,-86.72,256.6,8/6/2009 12:38,EDT,,INT-SUM,RFS,09GA35I12,0.01384,,2.19036,,0.14376,,0.13983232,,0.376,
2009,Summer,August,Michigan,MI41M,44.7365,-86.72,256.6,8/6/2009 12:38,EDT,31.9,DCL,RFS,09GA35S15,0.01508,,4.136,,0.46046,,0.317560693,,0.5655,
2009,Summer,August,Ontario,ON33M,43.5955,-78.800983,140.1,8/21/2009 5:55,EDT,,INT-SUM,RFS,09GE48I52,0.02552,,3.88616,,0.73212,,0.27811836,,0.73975,
2009,Summer,August,Ontario,ON33M,43.5955,-78.800983,140.1,8/21/2009 5:55,EDT,20,DCL,RFS,09GE48S55,0.02904,,4.88,,0.9688,,0.32034284,,0.86375,
2009,Summer,August,Ontario,ON55M,43.443167,-77.438,195.5,8/22/2009 7:19,EDT,,INT-SUM,RFS,09GE49I52,0.01792,,3.799,,0.87908,,0.2357178,,0.544,
2009,Summer,August,Ontario,ON55M,43.443167,-77.438,195.5,8/22/2009 7:19,EDT,24.9,DCL,RFS,09GE49S55,0.02024,,3.34544,,0.64614,,0.19427948,,0.45775,
2009,Summer,August,Superior,SU01M,46.992833,-85.160833,95.3,8/26/2009 22:40,EDT,,INT-SUM,RFS,09GS52I12,0.00612,,1.84252,,0.183146667,,0.12451088,,0.29875,
2009,Summer,August,Superior,SU01M,46.992833,-85.160833,95.3,8/26/2009 22:40,EDT,23.9,DCL,RFS,09GS52S15,0.01432,,1.61708,,0.165773333,,0.12994704,,0.28575,
2009,Summer,August,Superior,SU08M,47.605333,-86.816667,292.9,8/27/2009 10:35,EDT,,INT-SUM,RFS,09GS52I72,0.0062,,1.55496,,0.241746667,,0.13845344,,0.33975,
2009,Summer,August,Superior,SU08M,47.605333,-86.816667,292.9,8/27/2009 10:35,EDT,30,DCL,RFS,09GS52S75,0.00924,,1.67784,,0.2272,,0.148594987,,0.27125,
2009,Summer,September,Superior,SU17M,47.164,-89.661667,201.4,9/1/2009 3:30,EDT,,INT-SUM,RFS,09GS54I72,0.0112,,1.51968,,0.15126,,0.134816107,,0.2975,
2009,Summer,September,Superior,SU17M,47.164,-89.661667,201.4,9/1/2009 3:30,EDT,30,DCL,RFS,09GS54S75,0.00908,,1.63192,,0.29256,,0.13330992,,0.26325,
2010,Spring,April,Erie,ER15M,42.516583,-79.893283,64.4,4/10/2010 11:22,EDT,,INT-SPR,RFS,10GC20I52,0.00584,,1.88196,,0.4128,,0.083681919,,0.522666667,
2010,Spring,April,Erie,ER78M,42.115933,-81.251567,23.4,4/8/2010 13:19,EDT,,INT-SPR,RFS,10GC19I72,0.0112,,7.569333333,,0.9896,,0.362782121,,3.175,
2010,Spring,April,Erie,ER91M,41.83835,-82.904333,10.2,4/7/2010 20:59,EDT,,INT-SPR,RFS,10GC17I92,0.05808,,9.3032,,1.5964,,0.284831593,,5.68,
2010,Spring,April,Huron,HU15M,44.000417,-82.350283,69.1,4/6/2010 2:58,EDT,,INT-SPR,RFS,10GB15I12,0.00238,,0.99596,,0.14393,,0.082307485,,0.1695,
2010,Spring,April,Huron,HU45M,45.136783,-82.98335,99.4,4/5/2010 7:10,EDT,,INT-SPR,RFS,10GB14I12,0.00296,,1.2322,,0.18194,,0.063560698,,0.12275,
2010,Spring,April,Huron,HU54M,45.516767,-83.416633,132.3,4/4/2010 15:42,EDT,,INT-SPR,RFS,10GB13I32,0.00306,,1.06806,,0.20233,,0.078296065,,0.1975,
2010,Spring,April,Michigan,MI18M,42.7334,-86.9998,161.5,4/2/2010 9:17,EDT,,INT-SPR,RFS,10GA10I52,0.003733333,,1.76688,,0.124066667,,0.077496668,,0.38,
2010,Spring,April,Michigan,MI27M,43.6001,-86.91685,107,4/2/2010 17:32,EDT,,INT-SPR,RFS,10GA11I32,0.00304,,1.28664,,0.226426667,,0.065542596,,0.16325,
2010,Spring,April,Michigan,MI41M,44.736683,-86.72175,265.6,4/3/2010 6:50,EDT,,INT-SPR,RFS,10GA12I12,0.003573333,,1.64256,,0.32888,,0.051789634,,0.141,
2010,Spring,April,Ontario,ON33M,43.5967,-78.802233,140.1,4/11/2010 16:13,EDT,,INT-SPR,RFS,10GE22I52,0.004533333,,1.665226667,,0.2738,,0.086179132,,0.2075,
2010,Spring,April,Ontario,ON55M,43.443467,-77.438233,197,4/12/2010 15:38,EDT,,INT-SPR,RFS,10GE23I72,0.005946667,,1.541146667,,0.275253333,,0.064895295,,0.223,
2010,Spring,April,Superior,SU01M,46.992933,-85.161,95.3,4/18/2010 17:45,EDT,,INT-SPR,RFS,10GS24I12,0.00264,,1.44462,,0.162816,,0.081489138,,0.3335,
2010,Spring,April,Superior,SU08M,47.605717,-86.817633,298.1,4/19/2010 6:43,EDT,,INT-SPR,RFS,10GS24I72,0.00276,,1.02938,,0.128208,,0.05665909,,0.12125,
2010,Spring,April,Superior,SU17M,47.164017,-89.66115,202.3,4/22/2010 19:05,EDT,,INT-SPR,RFS,10GS26I92,0.00392,,1.164906667,,0.20283,,0.068230758,,0.18775,
2010,Summer,August,Erie,ER15M,42.516333,-79.892533,63.2,8/10/2010 21:59,EDT,9.9,MEP,RFS,10GC43S42,0.00416,,4.0774,,1.70468,,0.308383405,,0.84,
2010,Summer,August,Erie,ER15M,42.516333,-79.892533,63.2,8/10/2010 21:59,EDT,23.1,DCL,RFS,10GC43S55,0.0082,,2.16656,,0.67578,,0.335132301,,0.528333333,
2010,Summer,August,Erie,ER78M,42.117,-81.25015,22.5,8/10/2010 12:16,EDT,9.6,MEP,RFS,10GC42S62,0.015093333,,6.2584,,2.6352,,0.45472155,,1.512,
2010,Summer,August,Erie,ER91M,41.840583,-82.916717,10.1,8/9/2010 18:15,EDT,5.1,5M,RFS,10GC40S82,0.04056,,15.85968,,4.77936,,0.95554772,,5.439,
2010,Summer,August,Huron,HU15M,43.998667,-82.346167,67.91,8/7/2010 23:11,EDT,5.8,MEP,RFS,10GB37S02,0.0026,,0.88276,,0.16334,,0.048950985,FRB-QC,0.12125,
2010,Summer,August,Huron,HU15M,43.998667,-82.346167,67.91,8/7/2010 23:11,EDT,44.1,DCL,RFS,10GB37S15,0.0058,,1.23432,,0.33994,,0.124410023,,0.17175,
2010,Summer,August,Huron,HU45M,45.137317,-82.98275,100.2,8/6/2010 21:10,EDT,10.1,MEP,RFS,10GB36S02,0.00488,,0.9766,,0.34594,,0.13754342,,0.25875,
2010,Summer,August,Huron,HU45M,45.137317,-82.98275,100.2,8/6/2010 21:10,EDT,48.1,DCL,RFS,10GB36S15,0.00652,,1.61872,,0.87848,,0.138122489,,0.28125,
2010,Summer,August,Huron,HU54M,45.517,-83.41675,132.3,8/6/2010 9:02,EDT,6.5,MEP,RFS,10GB35S22,0.00272,,1.04308,,0.43032,,0.111022944,,0.21675,
2010,Summer,August,Huron,HU54M,45.517,-83.41675,132.3,8/6/2010 9:02,EDT,45,DCL,RFS,10GB35S35,0.00796,,1.55404,,0.61128,,0.156223198,,0.25175,
2010,Summer,August,Michigan,MI18M,42.733267,-87.000333,160.5,8/1/2010 20:24,EDT,36.2,DCL,RFS,10GA30S55,0.00808,,2.98476,,1.30474,,0.174492508,,0.67625,
2010,Summer,August,Michigan,MI18M,42.733267,-87.000333,160.5,8/1/2010 20:24,EDT,,INT-SUM,RFS,10GA30I52,0.00424,,1.0468,,0.29446,,0.143019582,,0.253,
2010,Summer,August,Michigan,MI27M,43.599483,-86.917483,104,8/3/2010 19:17,EDT,10,MEP,RFS,10GA31S22,0.00612,,1.05384,,0.44544,,0.10697791,,0.342,
2010,Summer,August,Michigan,MI27M,43.599483,-86.917483,104,8/3/2010 19:17,EDT,40,DCL,RFS,10GA31S35,0.01524,,1.39528,,0.24036,,0.091288532,,0.401,
2010,Summer,August,Michigan,MI41M,44.736983,-86.720967,264.7,8/4/2010 13:08,EDT,4.9,MEP,RFS,10GA32S02,0.00488,,1.29648,,0.42344,,0.132563805,,0.45075,
2010,Summer,August,Michigan,MI41M,44.736983,-86.720967,264.7,8/4/2010 13:08,EDT,32.1,DCL,RFS,10GA32S15,0.00684,,3.183,,0.93408,,0.179760764,,0.3025,
2010,Summer,August,Ontario,ON33M,43.596583,-78.80195,140.1,8/11/2010 23:18,EDT,5,MEP,RFS,10GE45S42,0.01556,,4.489,,2.06766,,0.269166052,,0.788,
2010,Summer,August,Ontario,ON33M,43.596583,-78.80195,140.1,8/11/2010 23:18,EDT,19.5,DCL,RFS,10GE45S55,0.02204,,5.55968,,2.89514,,0.239179596,,0.546333333,
2010,Summer,August,Ontario,ON55M,43.442917,-77.438883,195.6,8/13/2010 13:49,EDT,7,MEP,RFS,10GE46S62,0.01016,,3.67156,,1.31622,,0.270885587,,0.62,
2010,Summer,August,Ontario,ON55M,43.442917,-77.438883,195.6,8/13/2010 13:49,EDT,19.9,DCL,RFS,10GE46S75,0.0082,,3.5774,,0.85414,,0.178932391,,0.42,
2010,Summer,August,Superior,SU01M,46.9932,-85.160683,95.4,8/17/2010 23:45,EDT,18.2,MEP,RFS,10GS49S02,0.00676,,2.86,,0.561,,0.094157174,,0.1815,
2010,Summer,August,Superior,SU01M,46.9932,-85.160683,95.4,8/17/2010 23:45,EDT,40.6,DCL,RFS,10GS49S15,0.0052,,1.60064,,1.07968,,0.208535324,,0.407,
2010,Summer,August,Superior,SU08M,47.6055,-86.817583,297.7,8/18/2010 12:36,EDT,11.8,MEP,RFS,10GS49S62,0.0048,,0.97704,,0.50054,,0.120647982,,0.192571429,
2010,Summer,August,Superior,SU08M,47.6055,-86.817583,297.7,8/18/2010 12:36,EDT,37.7,DCL,RFS,10GS49S75,0.00708,,2.735,,0.95134,,0.169949745,,0.410461538,
2010,Summer,August,Superior,SU17M,47.16445,-89.66125,201.4,8/23/2010 23:45,EDT,3.9,MEP,RFS,10GS51S82,0.00416,,1.8874,,0.5473,,0.149211655,,0.337,
2010,Summer,August,Superior,SU17M,47.16445,-89.66125,201.4,8/23/2010 23:45,EDT,39.9,DCL,RFS,10GS51S95,0.00512,,2.07164,,0.70212,,0.161547297,,0.291,
2011,Spring,April,Erie,ER15M,42.516,-79.892,46.7,4/13/2011 2:33,EDT,10,10M,RFS,11GC20S23,0.00704,,2.33256,,0.37912,,0.090955205,FRB-QC,0.433666667,
2011,Spring,April,Erie,ER78M,42.117,-81.25,23.8,4/12/2011 14:19,EDT,4.9,5M,RFS,11GC19S42,0.00728,,4.8598,,1.06766,,0.44802014,,1.889,
2011,Spring,April,Erie,ER91M,41.84,-82.917,10.5,4/11/2011 22:36,EDT,5,MID,RFS,11GC17S82,0.01872,,14.96064,,2.69448,,0.425234988,,6.006,
2011,Spring,April,Huron,HU15M,44,-82.35,69.1,4/10/2011 1:06,EDT,10,10M,RFS,11GB15S03,0.00338,,0.81848,,0.2398,,0.084147749,FRB-QC,0.19225,
2011,Spring,April,Huron,HU45M,45.137,-82.983,100.2,4/9/2011 6:44,EDT,10,10M,RFS,11GB13S83,0.00352,,0.96036,,0.11596,,0.049803647,FRB-QC,0.1875,
2011,Spring,April,Huron,HU54M,45.5165,-83.416,135.2,4/8/2011 21:44,EDT,9.9,10M,RFS,11GB13S23,0.00352,,1.04056,,0.14732,,0.0689665,FRB-QC,0.1615,
2011,Spring,April,Michigan,MI18M,42.733,-87.001,161.5,4/7/2011 2:44,EDT,10,10M,RFS,11GA10S43,0.004213333,,1.610746667,,0.320093333,,0.082501774,FRB-QC,0.313428571,
2011,Spring,April,Michigan,MI27M,43.6,-86.917,106.1,4/7/2011 9:30,EDT,10,10M,RFS,11GA11S03,0.004106667,,1.33424,,0.13028,,0.060931793,FRB-QC,0.281428571,
2011,Spring,April,Michigan,MI41M,44.735,-86.722,265.6,4/7/2011 20:41,EDT,9.8,10M,RFS,11GA12S03,0.00296,,1.453653333,,0.119146667,,0.060520105,FRB-QC,0.303428571,
2011,Spring,April,Ontario,ON33M,43.596,-78.802,141.1,4/13/2011 23:46,EDT,10.1,10M,RFS,11GE22S43,0.004506667,,1.856906667,,0.357,,0.083330241,,0.278,
2011,Spring,April,Ontario,ON55M,43.444,-77.438,196.5,4/14/2011 12:45,EDT,10,10M,RFS,11GE23S43,0.00544,,1.54144,,0.463173333,,0.081632319,,0.29625,
2011,Spring,April,Superior,SU01M,46.993,-85.16,97.3,4/20/2011 0:00,EDT,10,10M,RFS,11GS24S03,0.00288,,1.2764,,0.15511,,0.065549329,,0.16875,
2011,Spring,April,Superior,SU08M,47.605167,-86.817833,297.7,4/20/2011 10:54,EDT,9.9,10M,RFS,11GS24S63,0.00286,,0.8464,,0.11022,,0.055209021,,0.168,
2011,Spring,April,Superior,SU17M,47.164,-89.6625,203.4,4/23/2011 17:47,EDT,10,10M,RFS,11GS26S63,0.00344,,1.46406,,0.11583,,0.073976638,,0.25875,
2011,Summer,August,Erie,ER15M,42.517,-79.893,64.2,8/11/2011 8:09,EDT,5.4,MEP,RFS,11GC39S02,0.01208,,3.59972,,1.54888,,0.326185986,,0.9708,
2011,Summer,August,Erie,ER78M,42.1168,-81.249667,22.9,8/10/2011 13:22,EDT,5,MEP,RFS,11GC41S02,0.010711111,,2.378133333,,1.57352,,0.346591791,,0.88,
2011,Summer,August,Erie,ER91M,41.841,-82.916333,10.2,8/9/2011 23:50,EDT,4.9,MEP,RFS,11GC42S62,0.02352,,21.33808,,8.78176,,1.861980855,,8.514,
2011,Summer,August,Huron,HU15M,44,-82.350333,68.1,8/8/2011 5:44,EDT,5.1,MEP,RFS,11GB35S62,0.003466667,,0.529093333,,0.211733333,,0.070771786,,0.25475,
2011,Summer,August,Huron,HU15M,44,-82.350333,68.1,8/8/2011 5:44,EDT,36.5,DCL,RFS,11GB35S75,0.001946667,,0.391466667,,0.31958,,0.074547033,,0.37975,
2011,Summer,August,Huron,HU45M,45.137,-82.984,98.3,8/7/2011 1:59,EDT,4.5,MEP,RFS,11GB36S82,0.004,,0.64196,,0.4729,,0.133540268,,0.29325,
2011,Summer,August,Huron,HU45M,45.137,-82.984,98.3,8/7/2011 1:59,EDT,10.2,DCL,RFS,11GB36S95,0.005,,0.7748,,0.30706,,0.118226146,,0.3065,
2011,Summer,August,Huron,HU54M,45.516833,-83.416833,131.4,8/6/2011 15:21,EDT,5,MEP,RFS,11GB37S42,0.009386667,,0.643413333,,0.481893333,,0.191057615,,0.4205,
2011,Summer,August,Huron,HU54M,45.516833,-83.416833,131.4,8/6/2011 15:21,EDT,32.4,DCL,RFS,11GB37S55,0.005866667,,0.862773333,,0.3252,,0.11565889,,0.345,
2011,Summer,August,Michigan,MI18M,42.733667,-87.000333,160.5,8/2/2011 17:54,EDT,5,MEP,RFS,11GA30S42,0.0028,,0.68296,,0.34348,,0.100393946,,0.26175,
2011,Summer,August,Michigan,MI18M,42.733667,-87.000333,160.5,8/2/2011 17:54,EDT,30.2,DCL,RFS,11GA30S55,0.01144,,3.37932,,1.64434,,0.414005458,,0.982285714,
2011,Summer,August,Michigan,MI27M,43.6,-86.917,105.1,8/3/2011 14:08,EDT,6.3,MEP,RFS,11GA31S02,0.0032,,0.6186,,0.1323,,0.113309761,,0.29775,
2011,Summer,August,Michigan,MI27M,43.6,-86.917,105.1,8/3/2011 14:08,EDT,40.5,DCL,RFS,11GA31S15,0.00496,,1.61248,,0.26494,,0.117902935,,0.38475,
2011,Summer,August,Michigan,MI41M,44.7365,-86.721667,264.7,8/4/2011 8:33,EDT,6.9,MEP,RFS,11GA31S82,0.00452,,0.71536,,0.64398,,0.101594562,,0.3575,
2011,Summer,August,Michigan,MI41M,44.7365,-86.721667,264.7,8/4/2011 8:33,EDT,37,DCL,RFS,11GA31S95,0.00528,,1.42688,,0.67364,,0.175707052,,0.389,
2011,Summer,August,Ontario,ON33M,43.5965,-78.801833,140.1,8/12/2011 9:44,EDT,5,MEP,RFS,11GE45S22,0.01236,,2.25036,,1.53206,,0.264845351,,0.532285714,
2011,Summer,August,Ontario,ON33M,43.5965,-78.801833,140.1,8/12/2011 9:44,EDT,17,DCL,RFS,11GE45S35,0.00544,,2.84452,,1.42832,,0.229593615,,0.539428571,
2011,Summer,August,Ontario,ON55M,43.443,-77.438333,195.6,8/13/2011 8:00,EDT,11.1,MEP,RFS,11GE44S22,0.00904,,2.54972,,1.68926,,0.249352492,,0.56,
2011,Summer,August,Ontario,ON55M,43.443,-77.438333,195.6,8/13/2011 8:00,EDT,28,DCL,RFS,11GE44S35,0.01436,,4.10704,,1.2919,,0.219755396,,0.415333333,
2011,Summer,August,Superior,SU01M,46.992833,-85.161,95.3,8/18/2011 22:21,EDT,4.9,MEP,RFS,11GS47S02,0.0078,,0.988,,0.395456,,0.137431607,,0.21475,
2011,Summer,August,Superior,SU01M,46.992833,-85.161,95.3,8/18/2011 22:21,EDT,24.8,DCL,RFS,11GS47S15,0.00536,,1.0638,,0.364512,,0.172222192,,0.387,
2011,Summer,August,Superior,SU08M,47.603,-86.817,295.8,8/20/2011 4:30,EDT,5.1,MEP,RFS,11GS48S42,0.00432,,0.357568,,0.190816,,0.125933573,,0.281714286,
2011,Summer,August,Superior,SU08M,47.603,-86.817,295.8,8/20/2011 4:30,EDT,35.5,DCL,RFS,11GS48S55,0.006656,,1.093696,,0.481376,,0.139378712,,0.346285714,
2011,Summer,August,Superior,SU17M,47.1645,-89.662,203.4,8/21/2011 19:01,EDT,5.2,MEP,RFS,11GS50S22,0.003872,,0.58416,,0.21144,,0.101072639,,0.343428571,
2011,Summer,August,Superior,SU17M,47.1645,-89.662,203.4,8/21/2011 19:01,EDT,35.1,DCL,RFS,11GS50S35,0.006368,,1.288,,0.62024,,0.148462658,,0.369142857,
2012,Spring,April,Erie,ER15M,42.516133,-79.893033,64.2,4/9/2012 2:55,EDT,10.1,10M,RFS,12GC17S43,0.00928,,1.2216,,0.20782,,0.055353779,,0.283742857,
2012,Spring,April,Erie,ER78M,42.116883,-81.250117,23.5,4/8/2012 14:44,EDT,5.1,5M,RFS,12GC19S42,0.01216,,9.00736,,1.00886,,0.362029195,,2.82764,
2012,Spring,April,Erie,ER91M,41.840567,-82.91585,9.9,4/7/2012 23:21,EDT,5.1,5M,RFS,12GC21S02,0.011626667,,7.67984,,0.92752,,0.285174251,,4.43,
2012,Spring,April,Huron,HU15M,43.997317,-82.349267,68.1,4/6/2012 4:13,EDT,9.9,10M,RFS,12GB13S63,0.00356,,0.86138,,0.10136,,0.07330669,,0.301925,
2012,Spring,April,Huron,HU45M,45.13635,-82.98415,95.3,4/4/2012 10:12,EDT,10,10M,RFS,12GB14S83,0.00368,,1.06138,,0.06885,,0.059058718,,0.243875,
2012,Spring,April,Huron,HU54M,45.51675,-83.416667,131.4,4/3/2012 23:34,EDT,10.2,10M,RFS,12GB15S43,0.0036,,0.86342,,0.09474,,0.071400898,,0.247225,
2012,Spring,April,Michigan,MI18M,42.733133,-87.000133,160.54,4/2/2012 6:28,EDT,10,10M,RFS,12GA10S43,0.00328,,1.67144,,0.188653333,,0.109417265,FRB-QC,0.292425,
2012,Spring,April,Michigan,MI27M,43.6,-86.916,106.1,4/2/2012 13:12,EDT,10.1,10M,RFS,12GA11S03,0.004373333,,1.163173333,,0.108733333,,0.076882924,FRB-QC,0.151914286,
2012,Spring,April,Michigan,MI41M,44.736467,-86.721667,264.7,4/3/2012 1:00,EDT,9.9,10M,RFS,12GA11S83,0.0056,,1.470266667,,0.10512,,0.071072516,FRB-QC,0.218575,
2012,Spring,April,Ontario,ON33M,43.5973,-78.801917,140.1,4/11/2012 13:20,EDT,10.2,10M,RFS,12GE24S03,0.0072,,2.379386667,,0.3026,,0.091314894,,0.244125,
2012,Spring,April,Ontario,ON55M,43.443583,-77.438767,195.6,4/12/2012 8:41,EDT,10,10M,RFS,12GE23S03,0.00608,,2.3312,,0.403986667,,0.081404448,,0.243225,
2012,Spring,April,Superior,SU01M,46.99275,-85.160783,95.3,4/17/2012 17:39,EDT,9.9,10M,RFS,12GS25S83,0.00306,,1.3924,,0.14872,,0.089627147,,0.18305,
2012,Spring,April,Superior,SU08M,47.605667,-86.816883,293.8,4/18/2012 6:07,EDT,10.1,10M,RFS,12GS27S23,0.00388,,1.1445,,0.10618,,0.069678339,,0.1787,
2012,Spring,April,Superior,SU17M,47.164,-89.662417,202.4,4/22/2012 4:48,EDT,10,10M,RFS,12GS29S03,0.00338,,1.30922,,0.11767,,0.058310139,,0.25026,
2012,Summer,August,Erie,ER15M,42.517,-79.892,62.2,8/11/2012 4:45,EDT,8.5,MEP,RFS,12GC50S62,0.007,,4.616275,,1.5418,,0.245742775,,0.42308,
2012,Summer,August,Erie,ER78M,42.11675,-81.249783,22.6,8/10/2012 18:40,EDT,8,MEP,RFS,12GC52S62,0.006186667,,6.5857,,1.1312,,0.53928715,,0.886355556,
2012,Summer,August,Erie,ER91M,41.84,-82.916,10,8/9/2012 23:22,EDT,5.2,MEP,RFS,12GC54S22,0.0104,,24.3824,,5.583933333,,0.65634492,,7.401,
2012,Summer,August,Huron,HU15M,44.00005,-82.349817,67.1,8/8/2012 4:49,EDT,8,MEP,RFS,12GB46S22,0.001835294,,0.905808824,,0.10892,,0.078422519,,0.298725,
2012,Summer,August,Huron,HU45M,45.13695,-82.98325,98.8,8/7/2012 2:47,EDT,9.2,MEP,RFS,12GB47S42,0.001247059,,0.704544118,,0.385376,,0.08202558,,0.28865,
2012,Summer,August,Huron,HU45M,45.13695,-82.98325,98.8,8/7/2012 2:47,EDT,50.1,DCL,RFS,12GB47S55,0.00168,,1.369733333,,0.367066667,,0.115653316,,0.3104,
2012,Summer,August,Huron,HU54M,45.515883,-83.418417,115.7,8/6/2012 14:25,EDT,9,MEP,RFS,12GB48S02,0.00104,,0.707033333,,0.39022,,0.123426959,,0.253675,
2012,Summer,August,Huron,HU54M,45.515883,-83.418417,115.7,8/6/2012 14:25,EDT,55.1,DCL,RFS,12GB48S15,0.00174,,1.399825,,0.346937143,,0.066695119,,0.32725,
2012,Summer,August,Michigan,MI18M,42.734267,-86.999033,160.4,8/1/2012 19:32,EDT,8,MEP,RFS,12GA40S42,0.0048,,1.06685,,0.16448,,0.097926895,,0.26155,
2012,Summer,August,Michigan,MI18M,42.734267,-86.999033,160.4,8/1/2012 19:32,EDT,35.9,DCL,RFS,12GA40S55,0.00676,,2.585375,,1.01282,,0.225164453,,0.5,
2012,Summer,August,Michigan,MI27M,43.6,-86.917,105.1,8/2/2012 16:39,EDT,7.3,MEP,RFS,12GA41S02,0.003226667,,1.17435,,0.33128,,0.116775791,,0.229475,
2012,Summer,August,Michigan,MI27M,43.6,-86.917,105.1,8/2/2012 16:39,EDT,36.8,DCL,RFS,12GA41S15,0.0036,,2.1571,,0.64612,,0.099396567,,0.409175,
2012,Summer,August,Michigan,MI41M,44.737,-86.722,264.1,8/3/2012 10:22,EDT,6.9,MEP,RFS,12GA41S82,0.00082,,1.02375,,0.487306667,,0.111186653,,0.27285,
2012,Summer,August,Michigan,MI41M,44.737,-86.722,264.1,8/3/2012 10:22,EDT,38.6,DCL,RFS,12GA41S95,0.004448,,3.4699,,1.13108,,0.242098421,,0.541828571,
2012,Summer,August,Ontario,ON33M,43.59685,-78.8022,139.1,8/12/2012 18:22,EDT,7,MEP,RFS,12GE57S62,0.004853333,,3.738033333,,1.519733333,,0.327380886,,1.43196,
2012,Summer,August,Ontario,ON55M,43.443133,-77.43775,196.6,8/13/2012 19:02,EDT,8.1,MEP,RFS,12GE56S62,0.00328,,3.5146,,1.30904,,0.320353615,,1.78492,
2012,Summer,August,Superior,SU01M,46.9937,-85.161283,95.3,8/18/2012 22:12,EDT,8.9,MEP,RFS,12GS60S22,0.0039,,1.144791667,,0.35232,,0.118810867,,0.197575,
2012,Summer,August,Superior,SU01M,46.9937,-85.161283,95.3,8/18/2012 22:12,EDT,37,DCL,RFS,12GS60S35,0.00264,,1.334625,,0.3928,,0.135564064,,0.27575,
2012,Summer,August,Superior,SU08M,47.605917,-86.817733,298.7,8/19/2012 9:05,EDT,7.9,MEP,RFS,12GS61S62,0.002496,,1.10548,,0.58662,,0.127988448,,0.193485714,
2012,Summer,August,Superior,SU08M,47.605917,-86.817733,298.7,8/19/2012 9:05,EDT,37,DCL,RFS,12GS61S75,0.002624,,2.4309,,0.85706,,0.170746833,,0.315685714,
2012,Summer,August,Superior,SU17M,47.164,-89.662,201.4,8/23/2012 1:50,EDT,6.9,MEP,RFS,12GS63S42,0.00376,,1.04356,,0.23596,,0.142164047,,0.214971429,
2012,Summer,August,Superior,SU17M,47.164,-89.662,201.4,8/23/2012 1:50,EDT,38.9,DCL,RFS,12GS63S55,0.005184,,1.92856,,0.35092,,0.118452579,,0.256914286,
2013,Spring,April,Erie,ER15M,42.51625,-79.89345,63,4/3/2013 15:14,EDT,10.1,10M,RFS,13GE17S43,0.010266667,,3.888213333,,0.55184,,0.073063936,,0.672783333,
